ano,municipio,nome_municipio,populacao,fonte,metodo,obitos_causa_basica_cerebrovascular,taxa_100mil
2012,330225,Itatiaia,29394,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,15,51.03082261686059
2012,330227,Japeri,97337,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,47,48.285852245292126
2012,330230,Laje do Muriaé,7424,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,5,67.34913793103449
2012,330240,Macaé,217951,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,85,38.99959165133448
2012,330245,Macuco,5327,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,2,37.54458419373005
2012,330250,Magé,230568,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,174,75.46580618299157
2012,330260,Mangaratiba,38201,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,20,52.35465040182195
2012,330270,Maricá,135121,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,73,54.02565108310329
2012,330280,Mendes,18024,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,12,66.57789613848203
2012,330285,Mesquita,169537,"IBGE/SIDRA tabela 6579, variável 9324",estimativa_1_julho,104,61.343541527808085
